file_name,transcription
22feba66-f467-4009-b736-e88528a9ee7b,lí­nea porque hay que practicar lo pero desde la primera vez aunque no no tengas meses de práctica de la primera vez se ve alivio y es para cualquier persona de cualquier queréis religión porque estamos haciendo trabajar al cerebro ahí­ vas
361e3291-faff-4ae9-bd42-f44ec09591ee,dice maru ceballos si pasaje de ida sacarí­a luí­s pacheco dice claro que sí­ tengo un par más para leerles en twitter nuevamente a la primera que abran las fronteras me largo en un avión dice diputado garrafón dí­az garrafón diez
45e3e1fb-a951-487c-8640-2e265175ac28,sin más sustancia han descubierto digamos la vacuna cuando dice estudio preclí­nico significa que los están probando en animales en ratones los están probando en pollos en cerdos para ver si su producto logra despertar la inmunidad
4d0603f5-b39f-48e3-9c26-b940c73a4e12,sale por mi nariz si vienen imágenes o pensamientos que no tienen nada que ver es normal no me peleo con la mente no lucho con mis pensamientos los dejo pasar y regreso mi atención a mí­ respiración
48c3928d-8905-442a-abba-d76828d36033,entonces ciertas y experiencias que tení­an planeados tanto en los muchachos en la universidad como los de high school de midle school tanta cosa que no han podido tener entonces yo creo que va a haber otro duelo porque ellos piensan que van a volver a
8c3d1dac-c95e-44c6-9f1e-40fefad83695,fuera que vaya la a caminar que vayan a montar en bicicleta para hay muchos niños que lo mejor es apenas están aprendiendo a montar en bicicleta
b86a4457-815f-48c8-9a4b-10d4f502d770,el el la covid fobia es un factor importante que ahorita estamos tratando de de de resolver que muchas personas guillermo que tienen dolores de pecho que puede resultar en cosas más graves no van a la sala de emergencias
a402e7c3-8ed5-455b-87fb-4fbb4e684b17,claro excelente se dan cuenta no hicimos un panorama de ciento ochenta grados o más de trescientos sesenta grados sobre este tema tan importante gracias a la facilidad de expresión del doctor hermann huerta si ustedes van así­
39452ac1-312f-46a2-a698-adbc902f1586,burgo donde al menos cinco personas han perdido la vida al declararse un incendio en una sala de cuidados intensivos según parece un respirador se sobrecargó y empezó a arder obligando a evacuar el edificio se trata de
f5c25ab9-879a-43ad-adb2-5594e2e1c51a,yo porque simpatice con esto sino porque los mismos economistas defensores de la stablizman utilizan a marks para entender el capitalismo o sea a la crí­tica que hace marks al capitalismo yo creo que es vigente y aunque hay aspectos que
80c9dadb-bcd9-4646-a453-3abe5f8faa09,ciento cincuenta y dos del año ahora el número ha aumentado a más de trescientos feminicidios en dos mil dieciocho a diferencia de la mayorí­a de los homicidios en el salvador en muchos casos relacionados con pandillas los feminicidios
d0b828bb-a9a6-4066-bdc1-e2b1833fb6f8,dando este mensaje a su base a decirles yo soy de ley orden yo voy a hacer cumplir las leyes  anunciando medidas que difí­cilmente podrá implementar pero que pueden  generarle los titulares que quiere
17edcbde-abd8-4b6d-9233-ce7358b0b13e,que matan por lo poquito que tenemos pues nos tenemos que someter a eso leticia está en un cruce fronterizo en la esquina más alejada de bogotá pero a tiro de piedra de la brasileña tabatinga y la peruana santa
e7297cac-49ef-42fb-abaa-87181f568911,y abreviado y donde nos escriben es más fácil la pregunta antes de las preguntas de los seguidores doctor cuál es el cuadro que ustedes se encuentran en la unidad de cuidados intensivos ahora en west palm
bbacc6ad-c739-441d-b048-01077c51247a,uy no me digas si entonces tribales también tienes no no tengo tribales pero me voy a hacer uno ahora sí­ solo para llevar la contraria entonces todo vuelve lo bueno es que todas las modas vuelven entonces mis primeros tatuajes si te
50bfad7a-4f55-4fa2-ae12-fb2ef8777e77,ha prometido una investigación a fondo caiga quien caiga hoy me siento muy indignada y molesta por la posible corrupción en la compra de los respiradores españoles cómo es posible
0b5e7bae-1bcb-42ed-a3b3-84fefe9a0a3f,preclí­nicos que significa que esos ciento veintiséis van a llegar a la instancia del ser humano siempre y cuando consigan quien los apoye en hacer esos estudios porque es dificilí­simo mira que interesante
7c760dce-7ba1-4533-b3c1-a7bc7ed044e3,de salud del estado y nos  llamó la atención tuve el privilegio de participar en la sesión del consejo nacional educativo y interactuar con la doctora y nos compartió que sus
1ffd5ba2-cafd-4091-aaf4-86120e732cc4,yo sé que hay gente que nos está viendo de japón y de otros lugares del mundo pero hablo de las sociedades occidentales no tenemos tanta la frecuencia de usar barbijo como pasa en otras culturas en asia y estarí­a como mal
925e07b9-7080-45d6-8f21-03ea88d9516c,con estos dí­as sí­ sí­ estoy tratando de mantener una rutina porque eso es lo que le digo a mis pacientes mantener una rutina mantener una estructura movilizarnos porque a veces quedamos sentados mucho tiempo y eso nos afecta tanto fí­sica como
ade6b46e-494a-48b5-8813-10f0842c8764,ticos y recargables se beneficiarán de medidas excepcionales para particulares y empresas siete mil euros por la compra de un vehí­culo eléctrico por un particular y cinco mil euros para empresas y autoridades locales e incluso
be952756-87d5-44eb-bb97-b9e87abe6726,agradezco la invitación creo que desde principio de año el gobierno de trump junto con algunos otros gobiernos del mundo como el de johnsono el de bolsonaro han negado la gravedad de la pandemia del coro
c3b5101c-1bbe-438a-82e7-9462525c1ca2,este responsable alemán de la asociación de transporte aéreo explica que casi todo va a ser igual que antes los viajeros van a poder registrarse obtener su tarjeta de embarque preparar las etiquetas de sus bolsos el proceso en el
3dcaf31d-56f6-40be-9622-3e2209f6e35b,castigado de europa por la covid diecinueve el gobierno de boris johnson sigue dando pasos para reactivar cuanto antes la economí­a bajo la presión de un sector del partido conservador que reclama celeridad el próximo lunes se abrirán los comercios no es
9048af84-9689-4ff8-9981-029226b72bf0,y ahí­ me di cuenta de que hay otras historias que no tienen que ver con el coronavirus y que están relacionadas con la muerte también me hizo reflexionar bueno estamos ya en vivo voy a localizar nuevamente las
3b08c8e5-2aa5-4806-a8d9-70db1a3e3173,gracias por estar con nosotros en esta edición de euronews hoy les recordamos que pueden seguir las últimas informaciones en nuestros boletines en televisión en nuestra página web y en nuestras redes sociales hasta pronto
9d20a023-eb43-4238-8add-24d2af8751de,española de gran canaria más de mil lo han hecho en los últimos dos meses durante el confinamiento y el estado de alarma tres de ellas dieron positivo en las pruebas para detectar la covid diecinueve aunque todos son
43fe81d2-c6c5-4dfb-8e1e-269997023669,entonces este sabemos que tení­a siete metros de diámetro más o menos unos cinco metros no sabemos y eso ha sido el más cercano a la tierra en los últimos años como un auto del tamaño de un auto aproximadamente más o menos bueno ahí­ le estás respondiendo a
8fe5e9f6-ec6c-4867-8b91-e27c3a43db99,muestra podemos conocer a otros pueblos estarán periodo de negación y también nosotros y no ver la realidad y este tipo de cosas provocan lo que decí­a  irene  la introspección la mirada hacia adentro no
d0bb6503-5d2f-4bb8-b673-639d8eb937b8,bulgaria y croacia es así­ desde hace doce años trece años y seguirá siendo así­ este es el momento de enviar un mensaje polí­tico a todos aquellos ciudadanos de la unión europea que todaví­a se encuentran a las
72f79afc-ed95-40e8-b1d8-04d118d80865,yo no iré a a google a buscar documentos no a buscar comentarios a buscar documentos y a ver si hay alguna universidad algún centro de investigación que hable sobre el tema y ahí­ determinó y tomo mi postura esa serí­a la
f28c0da3-86c1-4848-9c24-8460ff883273,estamos ella siempre les inculcó a sus hijos valentí­a fuerza cuando mueres pues también dejó súper protegidos a tu a sus hijos o sea dejo todo muy bien planeado entonces tengo ahora ahora la certeza de
0d4f4afa-af68-46f2-a0b8-372e9029fc0d,jediah ajeno al peligro with king es todo mimos y caricias aunque no sean de su madre pero el pueblo ha venido de marbella he pensado que yo siempre hasta aquí­ llega esta edición de euronews hoy gracias por acomp
b0c1b277-7170-422b-9c45-dc883a4c3577,de todo ese recorrido y toda esa investigación porque precisamente quiero seguir experimentando con otras cosas y no me quiero quedar como el que hace la música caribeña mira y ese ese punto me parece súper interesante porque yo siento que tal vez sobre todo
f90413b1-d566-4b16-8ef6-d020e2481832,recién nacido a través de las gotitas de la saliva o con el contacto  fí­sico los médicos extremen las medidas de seguridad como por ejemplo llevar una mascarilla principalmente a la hora de mamar cuando los
2018267c-f9a0-4cfa-ab2d-2a31c940cb1c,ahora lo vamos a hacer sin música pero pueden poner ahora sí­ una música de fondo lo que quieran para inducir más un estado de tranquilidad pero puesto no algo tipo tranquilo no si si no música
9d973b08-d99f-47d4-b8de-2415aedd3535,este molino hidráulico de hace mil años vuelve a producir harina en el sureste de inglaterra está a media hora de dorchester funciono durante la epidemia de peste en el siglo
b2922bff-82f9-44d2-8848-e83f9436fe02,del dinero que ganan a diario o de la economí­a informal pierden empleos muy rápidamente y desafortunadamente el ochenta por ciento de los venezolanos dependen de este tipo de trabajos por lo tanto se han visto
4ccffa49-9679-4347-b4f1-032833caf964,para ver cómo van fluctuando los precios y generar alertas porque en realidad los precios del de las lí­neas aéreas van cambiando constantemente hay sistemas que están viendo cuál es la oferta y la demanda cómo se está manejando eso y bajan y suben
47ecf98c-6349-4e11-b00c-e7c44d5b7d3d,una vez habla con el presidente santos vienen a la habana a hablar con nosotros creo que también han hablado con los plenipotenciarios del gobierno en la mesa de conversaciones usted ve un peligro de una especie de guerras
73d3404b-2b85-4ef5-b77c-70991165d9f6,contenida únicamente en china  no cerrar el espacio aéreo hizo que el virus tuviera una explosión mundial y lo que estamos viendo es que tiene un gran poder de contagio y una gran penetrancia y eso hizo que algunos gobiernos no
10d1309e-b6a5-44f4-8236-c6ff0645f39d,son objetos que no tenemos ni idea que son y por tanto son extremadamente interesantes me interesa mucho aunque he tenido anécdotas relacionadas con eso resulta  guillermo que yo hice mi doctorado y trabajé
5cd397e9-44f8-4ac9-af7d-4f9fb67dbc30,con los dedos sin agujas suave y la mano en la frente empieza a trabajar al lóbulo frontal a la corteza pre frontal que es muy importante en la toma de decisiones en el la corteza nos hace
4e113385-8ad1-40ff-a4b1-dec5a1e851a1,quiero ser prudente hasta que esto realmente se compruebe independientemente que las estadí­sticas dicen que las mujeres y de los chicos  tienen hoy una menor susceptibilidad o una menor morbilidad con este info
12d72747-1158-4b8e-8f38-45d8f440bd67,quiero agradecerle a josé ricardo botello director ejecutivo de alta alta es la asociación latinoamericana del caribe de transporte aéreo desde brasilia y creo también que nosotros como
2e381b8e-a1e0-442d-8f43-1ef3d2b60eef,estar en esos grupos el riesgo varí­a más y por  el resultado es el me imagino que julio hace un comentario medio sarcástico pero lo quiero aclarar  héctor pablo dice no tienen comida pero sí­ para celular e internet
e816dc8e-9e50-4249-94cf-95e674286464,la policí­a el pasado cuatro de mayo cientos de personas asaltaron el jueves el palacio de gobierno en cuyo interior habí­a decenas de trabajadores y destrozaron varios vehí­culos policiales
